"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RAB10",1.54540448258487e-29,0.265302016768558,0.618,0.433,4.72909225715797e-25
"ADAM17",1.70581012701527e-29,0.300627459339311,0.574,0.399,5.21994956967942e-25
"FOS",2.12311978877113e-29,-0.308432934134943,0.275,0.442,6.49695886561854e-25
"PPM1L",2.21604056822296e-29,0.359837697778113,0.471,0.306,6.78130574281907e-25
"HDAC8",2.61533481804592e-29,0.281345377879019,0.375,0.216,8.00318607670233e-25
"LRRFIP1",3.85562782894579e-29,0.29978028396679,0.93,0.892,1.1798606719357e-24
"VRK2",4.10857385627018e-29,0.28055114017003,0.434,0.269,1.25726468575724e-24
"AC027097.2",4.23380462035514e-29,0.250376154723753,0.273,0.133,1.29558655187488e-24
"SHOC2",7.14556928553286e-29,0.263242586304306,0.637,0.458,2.18661565706591e-24
"SARAF",7.5225943878716e-29,-0.296077676514443,0.284,0.453,2.30198910863259e-24
"UGGT2",7.97925313279113e-29,0.265875765027623,0.318,0.168,2.44173125116541e-24
"RSRC1",9.12556981332374e-29,0.300069976507373,0.544,0.377,2.7925156185752e-24
"TTC7A",1.01148214596787e-28,0.253418091071761,0.614,0.436,3.09523651487627e-24
"NRG1",1.10989380657216e-28,0.541177949509701,0.274,0.141,3.39638603749147e-24
"CDK19",1.31977268108359e-28,0.251547036939561,0.521,0.34,4.03863638138389e-24
"NLK",2.01021101670271e-28,0.260718863689079,0.36,0.207,6.15144673221195e-24
"TMEM154",2.58127143780114e-28,0.263182775612292,0.483,0.315,7.89894872681527e-24
"CSGALNACT2",4.46034468144238e-28,0.25970223131873,0.721,0.55,1.36491007596818e-23
"FCN1",4.85795920699424e-28,0.256516624016974,0.905,0.769,1.48658409693231e-23
"RBPJ",9.44356519689577e-28,0.250116700529926,0.67,0.493,2.88982538590207e-23
"TET3",1.07594620960526e-27,0.255660940476859,0.592,0.421,3.29250299601307e-23
"UMAD1",1.22065023874601e-27,0.259497358739244,0.308,0.164,3.73531179558666e-23
"ACSL4",1.49669950383291e-27,0.272185192560857,0.486,0.318,4.58005015167908e-23
"PHIP",1.73745340781361e-27,0.26373057821949,0.733,0.571,5.31678117325044e-23
"MIS18BP1",2.40266508916505e-27,0.283798387314357,0.656,0.485,7.35239543935398e-23
"TCF12",2.46337528532826e-27,0.289346919935058,0.733,0.608,7.53817471063302e-23
"PRKCE",2.54709700384427e-27,0.27997684625823,0.591,0.427,7.79437154146385e-23
"WDR7",2.79191539805064e-27,0.273347874993878,0.477,0.317,8.54354030957478e-23
"KIAA0825",3.01053952168645e-27,0.270985686266051,0.248,0.118,9.21255199031272e-23
"ASCC3",3.4482834142477e-27,0.262521712672278,0.544,0.374,1.05520920759394e-22
"SERF2",4.4824911382247e-27,-0.257392464949176,0.14,0.282,1.37168711320814e-22
"PSTPIP2",4.5122837153082e-27,0.287701131464599,0.509,0.339,1.38080393972146e-22
"FAM49A",4.5517418429057e-27,0.285100452637816,0.804,0.629,1.39287852134757e-22
"MAP4K4",5.85228779716839e-27,0.255960457342723,0.608,0.428,1.7908585888115e-22
"MX2",9.05543378667476e-27,0.259623118839786,0.365,0.213,2.77105329306034e-22
"RAB31",1.09552964124121e-26,0.292871499016669,0.671,0.503,3.35243025516221e-22
"GMDS-DT",1.26954785019529e-26,0.275354856507127,0.373,0.219,3.88494337638259e-22
"TRIO",1.76854860959508e-26,0.255523361400667,0.623,0.45,5.41193560022191e-22
"NR6A1",1.82739319453494e-26,0.252100684344291,0.226,0.104,5.59200591459638e-22
"TPK1",2.2219220190737e-26,0.316918374001993,0.479,0.326,6.79930357056743e-22
"PDLIM5",2.29597836817939e-26,0.255208945744555,0.434,0.272,7.02592340446576e-22
"DYM",2.66065017294172e-26,0.260809204687385,0.643,0.484,8.14185559421896e-22
"TBC1D8",2.69203103810714e-26,0.260377999957441,0.442,0.279,8.23788417971167e-22
"CDC42EP3",2.88344304073815e-26,0.260129237045963,0.495,0.327,8.82362404896281e-22
"TMBIM6",3.60455307796676e-26,-0.268988531993314,0.178,0.321,1.10302928738861e-21
"RCSD1",3.94332885484332e-26,0.259956596381476,0.514,0.359,1.2066980628706e-21
"CAB39",5.01946998474665e-26,0.281235858598438,0.608,0.448,1.53600801003232e-21
"OXR1",5.75282484528353e-26,0.264286753087025,0.445,0.287,1.76042193090521e-21
"PTK2B",5.76514348288976e-26,0.252744814905343,0.635,0.466,1.7641915571991e-21
"IFI30",7.46360226671266e-26,-0.444779884505459,0.49,0.574,2.28393692963674e-21
"MS4A4E",7.76744111768008e-26,0.258718747636323,0.381,0.226,2.37691465642128e-21
"LPCAT2",8.0276086829384e-26,0.270497362791159,0.395,0.242,2.45652853306598e-21
"PHF14",1.4805267547417e-25,0.263873606688973,0.398,0.247,4.53055992218507e-21
"TUBA1A",1.71365514996947e-25,-0.341103456428981,0.195,0.335,5.24395612442158e-21
"STAU2",1.8347595822878e-25,0.254678975370068,0.341,0.197,5.61454779775889e-21
"SRSF5",2.35240544126115e-25,-0.283471981784973,0.238,0.381,7.19859589080324e-21
"SAT1",5.98646421382066e-25,-0.384594201168308,0.764,0.804,1.83191791407126e-20
"RPS6KA3",8.22648087032778e-25,0.293157320583919,0.51,0.356,2.517385411129e-20
"MTSS1",1.01149742277491e-24,0.372711892745813,0.502,0.353,3.0952832634335e-20
"ATF7IP",1.35747246403427e-24,0.267910784961013,0.53,0.376,4.15400148719127e-20
"RBMS1",1.66836721475677e-24,0.279900535754525,0.56,0.409,5.10537051387719e-20
"FBXL17",1.93113524447058e-24,0.336912755344176,0.613,0.501,5.90946696160443e-20
"LDLRAD4",2.12741903411407e-24,0.293828792220558,0.571,0.423,6.51011498629248e-20
"RNF24",2.44518309701731e-24,0.275611970647285,0.468,0.318,7.48250479518268e-20
"SOS1",3.41170520273976e-24,0.254790375360427,0.474,0.322,1.04401590909039e-19
"ZNF804A",3.85736373282371e-24,0.451436979444807,0.432,0.291,1.18039187588138e-19
"EIF4G3",4.49025227544293e-24,0.259581490971039,0.686,0.528,1.37406209880829e-19
"TIAM1",4.5152085344152e-24,0.261975253351572,0.512,0.359,1.3816989636164e-19
"RAP1B",4.53064652757974e-24,0.32293235413661,0.812,0.74,1.38642314390468e-19
"GNLY",7.01148961705527e-24,-0.302443851653414,0.105,0.233,2.14558593771508e-19
"NEBL",1.35545803863869e-23,0.277025181094656,0.161,0.065,4.14783714403825e-19
"MBD5",3.11395517023023e-23,0.327835981616152,0.544,0.414,9.52901421642154e-19
"MAML2",3.69882978805345e-23,0.452066038105245,0.71,0.649,1.13187890344224e-18
"PBX3",3.74130801489623e-23,0.300620757064688,0.432,0.289,1.14487766563839e-18
"BCAS3",4.26144088898122e-23,0.298504294836741,0.616,0.489,1.30404352643714e-18
"CSNK1A1",7.02000738135832e-23,0.254613420418703,0.685,0.534,2.14819245876946e-18
"EXOC4",9.02900228833748e-23,0.298044895935091,0.758,0.676,2.76296499025415e-18
"ATP8B4",1.2307796198423e-22,0.273527396336913,0.394,0.25,3.76630871467941e-18
"RFX3",1.5329389144925e-22,0.285494910894401,0.542,0.403,4.69094637223849e-18
"SQSTM1",2.50864802812529e-22,-0.315310161668724,0.294,0.428,7.6767138308662e-18
"F13A1",5.06353316108744e-22,0.32464728782046,0.298,0.176,1.54949178262437e-17
"RABGAP1L",1.40240292960509e-21,0.289152429248596,0.747,0.663,4.29149320488454e-17
"PHACTR2",2.93790129157438e-21,0.281829113522664,0.577,0.437,8.99027174234676e-17
"WDPCP",3.00122012712897e-21,0.272774898101329,0.363,0.235,9.18403371102737e-17
"ITGA4",3.38368091027051e-21,0.37418189336482,0.625,0.538,1.03544019535188e-16
"NSMCE2",4.40313064620219e-21,0.252665996435067,0.534,0.393,1.34740200904433e-16
"MAP3K1",5.25057963766275e-21,0.254410499495647,0.873,0.79,1.60672987492118e-16
"YWHAB",3.23875958875458e-20,-0.255735773384794,0.281,0.408,9.91092821754789e-16
"MCTP2",4.2882201541051e-20,0.272212428117893,0.264,0.151,1.3122382493577e-15
"ELP4",6.5475852180239e-20,0.272083450262307,0.363,0.235,2.00362655256749e-15
"IKZF1",7.0528242464331e-20,0.310585305006088,0.591,0.488,2.15823474765099e-15
"SF1",2.5255025502171e-19,-0.251394237834227,0.374,0.499,7.72829035391934e-15
"ADGRB3",4.77567036674044e-19,0.25849899090014,0.108,0.038,1.46140288892624e-14
"SSBP2",1.29820602516955e-18,0.253767184635606,0.551,0.417,3.97264025762133e-14
"HLA-DPA1",1.50775848487274e-18,-0.362217257561175,0.217,0.327,4.61389173955906e-14
"HLA-DPB1",2.29952320876939e-18,-0.334926151575399,0.373,0.484,7.0367709711552e-14
"LINC01619",3.30178996243922e-18,0.275923720418934,0.727,0.649,1.01038074640603e-13
"CD14",1.63377056626327e-17,-0.307000514325503,0.213,0.316,4.99950130982224e-13
"TYMP",3.05113095164767e-16,-0.326344052416207,0.547,0.611,9.33676582513703e-12
"ID2",6.50855510958532e-16,-0.301279893799145,0.23,0.337,1.99168294908421e-11
"PDE4D",2.94677436929778e-14,0.519125543143327,0.447,0.375,9.01742424748814e-10
"TXNIP",9.20819028751584e-14,-0.289647762724673,0.71,0.777,2.81779830988272e-09
"EPSTI1",2.11463912188484e-13,0.267075099372423,0.36,0.263,6.47100717687979e-09
"IRF1",2.36344080076905e-13,-0.3247056214221,0.5,0.575,7.23236519443338e-09
"CAMKMT",1.31873175197578e-12,0.253643578332593,0.449,0.356,4.03545103422108e-08
"TENT5A",5.87190939244223e-12,0.257098670028376,0.388,0.292,1.79686299318125e-07
"HLA-DRB5",8.33456199342125e-12,-0.285653476804556,0.34,0.419,2.55045931560684e-07
"ALCAM",3.84802545289516e-11,0.283738710047578,0.263,0.183,1.17753426884045e-06
"LINC00278",4.70924357354226e-11,0.463945976599465,0.45,0.425,1.44107562593967e-06
"S100A8",1.77590183973463e-10,-0.403137833544229,0.305,0.364,5.43443721977194e-06
"AHNAK",4.25106045996516e-10,-0.299264618106597,0.722,0.724,1.30086701135394e-05
