"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DDX10",0.000292131024533561,0.423199998954932,0.419,0.177,1
"ZNF292",0.00029371515836511,0.412323775762694,0.839,0.586,1
"PPIB",0.000297814453955163,-0.451195060541702,0.129,0.458,1
"CSGALNACT2",0.000306727788639445,0.52828204501249,0.806,0.605,1
"PRR14L",0.000307346645582547,0.299994169817317,0.419,0.165,1
"IQCB1",0.000314909199542263,0.349179617813896,0.452,0.187,1
"RAN",0.000317303759556122,-0.407587617567795,0,0.301,1
"COX5A",0.000317951013547743,-0.415424111799761,0.065,0.401,1
"WDR49",0.000320413808709523,0.558962188708442,0.452,0.209,1
"DENND4A",0.000321854252148864,0.711565855842397,0.839,0.623,1
"RELL1",0.000323528963323044,0.36097482149275,0.581,0.277,1
"MAP3K1",0.000331195913387973,0.439264747046214,0.871,0.62,1
"CD63",0.000336314742850848,-0.457189703767541,0.161,0.487,1
"ANTXR2",0.000342673811455048,0.756932000852427,0.839,0.647,1
"NOTCH2",0.000344889612040087,0.494374646975647,0.71,0.474,1
"FRYL",0.000346450541440403,0.461645293987674,0.774,0.506,1
"ANXA5",0.000352304545994621,-0.472270987171569,0.29,0.624,1
"SLC9A9",0.000355860970288876,0.645507428389333,0.677,0.461,1
"CAPNS1",0.00035662303051378,-0.42208718726291,0.065,0.382,1
"BST2",0.000364012519783374,-0.40256954280117,0.032,0.341,1
"SGMS2",0.000380650454225076,0.377047227989726,0.452,0.19,1
"CD48",0.000382568259094357,-0.410397151154619,0.161,0.502,1
"LGALS3",0.000400426841036134,-0.464594197077098,0.097,0.415,1
"USP3-AS1",0.000400898601384511,0.44198686710049,0.645,0.363,1
"POLK",0.000402452903692987,0.462911287482003,0.516,0.26,1
"HEATR5B",0.000409031610553732,0.635645378958655,0.581,0.344,1
"SNRPF",0.000409278896968673,-0.400676490382999,0,0.293,1
"TBC1D22A",0.000411854803274351,0.498051181831264,0.774,0.552,1
"FAM102B",0.000415176508091973,0.475565734400771,0.774,0.475,1
"SH3RF1",0.000424379707283491,0.307771520409036,0.387,0.151,1
"ANO6",0.000430660362288044,0.52104475719479,0.645,0.38,1
"ANKRD12",0.000437701229526373,0.50688082319872,0.968,0.759,1
"CPVL",0.000441480118645641,0.537349408541018,0.871,0.797,1
"OST4",0.000454739901003936,-0.398943523158543,0,0.29,1
"SNX29",0.000456207309314005,0.452674570436403,0.645,0.377,1
"RFX7",0.000458172701814451,0.487765098213021,0.645,0.36,1
"TLR1",0.000469575562884646,0.380288296549584,0.387,0.158,1
"RHOA",0.000472893728590033,-0.412667534932148,0.258,0.616,1
"CELF2",0.000477554324645653,0.436673808710384,1,0.945,1
"RBPJ",0.000477919429284855,0.442524677989161,0.935,0.678,1
"AVL9",0.000484989321438174,0.445480278534577,0.581,0.295,1
