"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IFI16",2.63984251254669e-10,0.374148421544843,0.628,0.392,8.07818207264414e-06
"NEAT1",2.95516361376555e-10,0.56490583307032,0.801,0.606,9.04309617448396e-06
"RELCH",3.14439250811506e-10,0.430160447213625,0.5,0.298,9.62215551408289e-06
"ST8SIA4",3.49652413792719e-10,0.427139906891833,0.417,0.217,1.0699713514471e-05
"UXS1",3.84575681571739e-10,0.306563867150773,0.423,0.218,1.17684004317768e-05
"GOLGA8A",3.93580957558188e-10,0.303321603653069,0.372,0.179,1.20439708822381e-05
"LPAR6",5.81794957855276e-10,0.253451493669789,0.263,0.105,1.78035075053293e-05
"TRAC",6.35183318351399e-10,-0.497158385951188,0.314,0.552,1.94372447248711e-05
"NEK7",6.64298613788419e-10,0.413990012540906,0.596,0.376,2.03282018805394e-05
"KIAA1109",7.67571853249871e-10,0.427659694634698,0.75,0.544,2.34884662812993e-05
"TTC39B",7.909556620943e-10,0.299055978501216,0.346,0.162,2.42040342157477e-05
"BIRC3",9.04136328605543e-10,0.432049677813696,0.596,0.376,2.76674757916582e-05
"ACVR1",9.29697519302424e-10,0.302529382955999,0.391,0.188,2.84496737881735e-05
"SETDB2",1.01230237903268e-09,0.300656390480063,0.269,0.113,3.09774651007789e-05
"GOLGA8B",1.02752413016745e-09,0.357912774229439,0.538,0.319,3.1443265907254e-05
"SACM1L",1.06274689139443e-09,0.274860904386821,0.372,0.18,3.2521117623561e-05
"ADD3",1.18371672076653e-09,0.408116395884568,0.718,0.505,3.62229153721766e-05
"AC092652.2",1.20251035073275e-09,0.27406218046835,0.295,0.128,3.67980192427727e-05
"DNAJC13",1.27300971942557e-09,0.267120125687414,0.269,0.111,3.89553704241419e-05
"HNRNPDL",1.27342424713363e-09,0.283560013436431,0.538,0.308,3.89680553865363e-05
"ATXN7L1",1.32355390606675e-09,0.397359858364034,0.583,0.356,4.05020730795486e-05
"AC104806.2",1.63277117036459e-09,0.304200757529813,0.269,0.112,4.99644305843269e-05
"MT-ND2",1.64207592032436e-09,-0.39228366100083,0.91,0.986,5.02491652378459e-05
"PALM2-AKAP2",1.77185010280615e-09,0.266305780791689,0.321,0.144,5.4220384995971e-05
"PYHIN1",1.98821528656201e-09,0.497175929996693,0.635,0.441,6.0841375984084e-05
"DMXL1",2.03847039749738e-09,0.288444672176776,0.365,0.177,6.23792326338172e-05
"KCNQ1OT1",2.25548964551295e-09,0.264271078599034,0.179,0.06,6.90202386423417e-05
"CD2",2.32437994376847e-09,0.328819523357879,0.577,0.349,7.11283506592588e-05
"KAT6B",2.37901006600467e-09,0.421512615346198,0.609,0.396,7.28000870298089e-05
"NIN",2.46998429229984e-09,0.397074818394351,0.506,0.295,7.55839893286673e-05
"TXK",2.75516120642433e-09,0.627593144369233,0.622,0.451,8.43106880777909e-05
"CARD8",2.95409775505215e-09,0.278348016429114,0.372,0.182,9.03983454023507e-05
"AC053513.1",3.05513290362296e-09,0.35128369704495,0.404,0.213,9.34901219837663e-05
"NOP53",3.08667265383414e-09,-0.373318902862714,0.128,0.357,9.44552698799785e-05
