"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"223","RUNX1",2.69963699752458e-25,0.652470768885226,0.823,0.638,8.26115917612495e-21
"224","RELCH",4.09719724149694e-25,0.416546463212989,0.5,0.24,1.25378332787048e-20
"225","ITK",4.29341259620723e-25,0.550653402133937,0.745,0.465,1.31382718856538e-20
"226","CTSS",1.2682233470475e-24,0.399190467713851,0.475,0.225,3.88089026430007e-20
"227","GRAP2",1.39375570888508e-24,0.582428745480396,0.543,0.294,4.26503184475922e-20
"228","BTF3",1.7370832930414e-24,-0.476928954510758,0.103,0.403,5.31564858503598e-20
"229","EEF1B2",1.86544516153232e-24,-0.536057096354983,0.216,0.519,5.70844873880505e-20
"230","JAKMIP2",2.05864852672165e-24,0.464610593632205,0.33,0.127,6.29967035662093e-20
"231","LINC00299",2.40647246110161e-24,0.585313318690821,0.528,0.285,7.36404637821702e-20
"232","VPS13C",2.75343441987416e-24,0.510715135549397,0.848,0.655,8.42578466825693e-20
"233","TRGC2",3.24776574294929e-24,0.422589944579085,0.479,0.232,9.93848794999911e-20
"234","AC053513.1",3.52127105951571e-24,0.322636527357974,0.319,0.12,1.0775441569224e-19
"235","NEK7",3.55726497656728e-24,0.576564674488076,0.723,0.486,1.08855865547935e-19
"236","JUNB",3.71314400078005e-24,-0.591009940407446,0.23,0.529,1.1362591956787e-19
"237","ZNF831",4.10924957506921e-24,0.452503381041925,0.56,0.299,1.25747146246693e-19
"238","CHCHD2",4.63703294956585e-24,-0.461351034113818,0.085,0.379,1.41897845289665e-19
"239","WWP1",6.12808734700393e-24,0.406184737005545,0.546,0.278,1.87525600905667e-19
"240","TRAF3IP3",6.27378752165208e-24,0.338135918842324,0.514,0.25,1.91984171950075e-19
"241","ASCC3",7.75274201715225e-24,0.547254298057982,0.677,0.424,2.37241658466876e-19
"242","DUSP1",8.75956301128586e-24,-0.547658853960946,0.124,0.417,2.68051387708359e-19
"243","SUPT20H",9.01905478021544e-24,0.275426834900469,0.273,0.092,2.75992095329373e-19
"244","DOCK11",9.03911343733955e-24,0.451305825531236,0.663,0.39,2.76605910296027e-19
"245","ZNF638",1.19078703204108e-23,0.402647331011106,0.631,0.352,3.6439273967489e-19
"246","AFF1",1.20025737930702e-23,0.505522858565209,0.496,0.245,3.67290760641741e-19
"247","NCK2",2.04631354512252e-23,0.42391176553223,0.514,0.259,6.26192407942942e-19
"248","LINC01138",2.70002689974954e-23,0.395886676213497,0.525,0.271,8.26235231592357e-19
"249","MT-CO1",2.91865860429009e-23,-0.479310770289857,0.95,1,8.93138719498812e-19
"250","NEAT1",3.18392105352709e-23,0.553592918335638,0.823,0.626,9.74311681589824e-19
"251","STAT5B",3.36351222083042e-23,0.418832060091144,0.472,0.231,1.02926837469632e-18
"252","NIN",7.42121164214974e-23,0.423581586775466,0.535,0.281,2.27096497461424e-18
"253","AL592183.1",8.58027040344475e-23,0.26153174820189,0.213,0.064,2.62564854615813e-18
"254","GSAP",8.58385490137018e-23,0.323443275217687,0.365,0.151,2.62674543836829e-18
"255","ARAP2",1.09781992667059e-22,0.580100333853332,0.801,0.588,3.35943875760467e-18
"256","TAOK1",1.17313931846713e-22,0.37118555443392,0.44,0.2,3.58992362844125e-18
"257","NABP1",1.18420171857326e-22,0.262693672591478,0.252,0.084,3.62377567900605e-18
"258","ATF7IP",1.33489630620511e-22,0.464017703657185,0.755,0.501,4.08491618661827e-18
"259","GZMK",1.37594046459054e-22,-0.606245710567846,0.191,0.475,4.21051541569351e-18
"260","MTFR1",1.46512066618631e-22,0.344785720742342,0.404,0.18,4.48341575059672e-18
"261","SLA",1.81366330108847e-22,0.399995778573919,0.465,0.228,5.54999106766083e-18
"262","ZNF331",1.96072476499542e-22,-0.641328819249118,0.248,0.539,6.00001385336249e-18
"263","CNTRL",2.32066694331261e-22,0.425337679742268,0.511,0.261,7.10147291323091e-18
"264","DPP4",2.91707543709827e-22,0.467233310397385,0.369,0.165,8.92654254506442e-18
"265","TENM1",3.32538305983534e-22,0.295794255889185,0.316,0.122,1.01760047014021e-17
"266","AC009554.1",3.34433239276059e-22,0.309482729780068,0.333,0.133,1.02339915550867e-17
"267","AC245297.3",3.40956922549845e-22,0.349582020481107,0.489,0.243,1.04336227869478e-17
"268","ABHD15-AS1",3.46194478581461e-22,0.287728920109933,0.277,0.099,1.05938972390713e-17
"269","TMEM260",3.84336954312177e-22,0.256279757970415,0.245,0.081,1.17610951389069e-17
"270","THADA",4.56581054035143e-22,0.517961302475684,0.557,0.318,1.39718368345294e-17
"271","ATRN",6.49042926245543e-22,0.279185830466929,0.273,0.096,1.98613625860399e-17
"272","HIVEP2",7.19481788602231e-22,0.563089573850238,0.642,0.411,2.20168622130169e-17
"273","ADD3",7.27646395094352e-22,0.468597033530845,0.61,0.355,2.22667073362823e-17
"274","IQGAP2",8.97457010024787e-22,0.545850204369126,0.865,0.714,2.74630819637685e-17
"275","TXK",1.02954279646665e-21,0.564349476217532,0.532,0.295,3.1505039114676e-17
"276","CDC14A",2.25613776869283e-21,0.569716837973393,0.819,0.609,6.90400718597694e-17
"277","MBD5",2.38374061595042e-21,0.494383385071961,0.723,0.469,7.29448465886989e-17
"278","SLAMF1",2.42762583408544e-21,0.300487151647565,0.298,0.115,7.42877781488486e-17
"279","SPATA5",2.50694411602291e-21,0.457439806863016,0.493,0.257,7.6714996894417e-17
"280","CAMK2D",3.63953412095348e-21,0.526586497863369,0.762,0.541,1.11373383635297e-16
"281","ZNF280D",3.7781695006232e-21,0.295285126205161,0.309,0.12,1.1561576488857e-16
"282","MBNL3",3.94463973224719e-21,0.31811931080454,0.209,0.065,1.20709920446496e-16
"283","RIC8B",5.99031655765611e-21,0.301712174419361,0.277,0.102,1.83309676980835e-16
"284","GZMM",6.73536358679846e-21,-0.452510683194925,0.121,0.392,2.0610886111962e-16
