"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"617","MIS18BP1",2.15396459275147e-26,0.280193645057097,0.657,0.488,6.59134705027878e-22
"618","RCSD1",2.26566599967455e-26,0.263671715620125,0.514,0.359,6.9331645256041e-22
"619","DYM",2.8627179606932e-26,0.261954132261732,0.644,0.486,8.76020323151726e-22
"620","TMBIM6",2.88876710098448e-26,-0.269808461767741,0.178,0.322,8.8399162057226e-22
"621","ASCC3",2.96983116041034e-26,0.257893599104555,0.543,0.376,9.08798033397167e-22
"622","FAM49A",3.10991135722179e-26,0.2813059304507,0.805,0.634,9.5166397442344e-22
"623","GMDS-DT",3.4399946146552e-26,0.274288746572946,0.372,0.219,1.05267275203064e-21
"624","SAT1",3.98607222414847e-26,-0.391041813207206,0.765,0.809,1.21977796131167e-21
"625","TRIO",4.01753712667174e-26,0.255123814095385,0.624,0.452,1.22940653613282e-21
"626","TPK1",4.14302617755792e-26,0.316444862434626,0.48,0.328,1.2678074405945e-21
"627","NR6A1",4.46883030147016e-26,0.251671277449651,0.226,0.105,1.36750676055288e-21
"628","OXR1",5.33917589343841e-26,0.265074513682978,0.446,0.288,1.63384121515109e-21
"629","RAB31",6.30578140432084e-26,0.28945108000873,0.673,0.507,1.92963216753622e-21
"630","TBC1D8",6.50233543804507e-26,0.259056701463759,0.443,0.281,1.98977966739617e-21
"631","CDC42EP3",7.05448156776901e-26,0.259063899028135,0.497,0.33,2.158741904553e-21
"632","TUBA1A",7.53921067982661e-26,-0.343938110714926,0.195,0.337,2.30707386013374e-21
"633","PDLIM5",8.97758335330182e-26,0.253171692826723,0.436,0.275,2.74723028194389e-21
"634","SRSF5",9.95111376767475e-26,-0.285308564573734,0.237,0.382,3.04514032404615e-21
"635","CAB39",1.77917333769425e-25,0.279060941604863,0.608,0.451,5.44444833067818e-21
"636","PHF14",2.14668446743394e-25,0.262590996369582,0.399,0.248,6.5690691387946e-21
"637","PTK2B",2.34820628582223e-25,0.250160948802474,0.636,0.469,7.18574605524462e-21
"638","LPCAT2",2.50677396203997e-25,0.268840654250556,0.396,0.244,7.67097900123852e-21
"639","MS4A4E",2.69430372357044e-25,0.257010993876778,0.382,0.228,8.24483882449791e-21
"640","STAU2",3.91025975620922e-25,0.253411448789297,0.341,0.198,1.19657858799758e-20
"641","FBXL17",1.06107298228308e-24,0.339456909349486,0.612,0.499,3.24698943308445e-20
"642","MTSS1",1.13140959002407e-24,0.373047246719136,0.503,0.354,3.46222648643265e-20
"643","RPS6KA3",1.96679661250358e-24,0.291557508916127,0.509,0.356,6.01859431392222e-20
"644","ATF7IP",2.77875912941027e-24,0.267289233864898,0.53,0.377,8.50328081190837e-20
"645","RBMS1",3.81219776071384e-24,0.279225416898992,0.561,0.41,1.16657063675604e-19
"646","LDLRAD4",5.46653511177732e-24,0.293826296868299,0.57,0.424,1.67281440955498e-19
"647","EIF4G3",6.5859940171447e-24,0.259421826441396,0.687,0.53,2.01538002918645e-19
"648","GNLY",7.92831823399654e-24,-0.301188711543181,0.106,0.234,2.42614466278528e-19
"649","ZNF804A",1.2645800038645e-23,0.449278424504677,0.433,0.293,3.86974126982577e-19
"650","RNF24",1.37052848502526e-23,0.272635732452095,0.469,0.321,4.19395421702578e-19
"651","RAP1B",1.41682088983885e-23,0.321523202864574,0.812,0.741,4.33561360499586e-19
"652","TIAM1",1.83554852038378e-23,0.259287669511333,0.514,0.362,5.61696202722641e-19
"653","MAML2",1.84586744759344e-23,0.455773844770847,0.709,0.646,5.64853897638068e-19
"654","MBD5",1.99358102061866e-23,0.330890299011072,0.544,0.412,6.10055728119518e-19
"655","PBX3",2.66268151732915e-23,0.302539159291654,0.432,0.289,8.14807171117893e-19
"656","NEBL",2.92788858945189e-23,0.276505349411001,0.161,0.065,8.95963187258172e-19
"657","SOS1",3.0417118313441e-23,0.250294396920025,0.473,0.324,9.30794237509609e-19
"658","BCAS3",3.61574464032749e-23,0.30099583452266,0.617,0.489,1.10645401738662e-18
"659","SQSTM1",1.07028549279441e-22,-0.318534931102642,0.295,0.431,3.27518063650018e-18
"660","RFX3",1.62843512201117e-22,0.28751828641588,0.541,0.402,4.98317431686639e-18
"661","CSNK1A1",3.21918546678229e-22,0.250546974442959,0.686,0.536,9.85102944690048e-18
"662","RABGAP1L",4.30556023751881e-22,0.290969586078297,0.748,0.661,1.31754448828313e-17
"663","ATP8B4",5.3510315971776e-22,0.267839058363438,0.394,0.252,1.63746917905232e-17
"664","EXOC4",5.73865189692047e-22,0.293276249165382,0.757,0.676,1.75608486697663e-17
"665","F13A1",1.00283646815092e-21,0.323933848449862,0.299,0.177,3.06877987618863e-17
"666","NSMCE2",3.40497455581529e-21,0.254230195561609,0.535,0.393,1.04195626382504e-16
"667","ITGA4",5.10952795945757e-21,0.376029691698093,0.624,0.538,1.56356665087361e-16
"668","WDPCP",6.00450431651693e-21,0.272613024569468,0.362,0.236,1.83743836589735e-16
"669","PHACTR2",6.7567269441941e-21,0.280754074523574,0.579,0.44,2.06762601219284e-16
"670","YWHAB",1.25509372769691e-20,-0.25840164085522,0.28,0.409,3.84071231612531e-16
"671","FLNA",1.40413889394802e-20,-0.251590448765414,0.232,0.358,4.29680542937035e-16
"672","MAP3K1",2.30935730099099e-20,0.250588190675401,0.874,0.795,7.06686427676254e-16
"673","MCTP2",3.47253196633707e-20,0.273718389647238,0.264,0.15,1.06262950701881e-15
"674","IKZF1",5.28519603643221e-20,0.312326124374625,0.589,0.485,1.61732283910862e-15
"675","ELP4",2.11739106286413e-19,0.271081413293046,0.361,0.236,6.47942839147052e-15
