"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"274","AFF1",4.79165049131664e-26,0.380854548766251,0.465,0.236,1.4662929668478e-21
"275","PCNX4",5.3196433506991e-26,0.420854888766353,0.43,0.213,1.62786406174743e-21
"276","AOAH",5.40402816323295e-26,0.519261867899279,0.968,0.93,1.65368665823091e-21
"277","RBM39",5.88685816342102e-26,-0.460949467827707,0.9,0.917,1.80143746658847e-21
"278","CCL5",7.74624803212759e-26,-0.807739699225544,0.505,0.662,2.37042936031136e-21
"279","EEF1G",8.63158005430856e-26,-0.441169819263366,0.138,0.41,2.64134981241896e-21
"280","SLC9A9",1.26440899306025e-25,0.554378748098202,0.603,0.377,3.86921795966368e-21
"281","PLEKHA1",1.69843038775245e-25,0.380167122161333,0.414,0.204,5.19736682956126e-21
"282","SRBD1",2.03456576563742e-25,0.337315816416977,0.378,0.171,6.22597469942706e-21
"283","IFI16",2.05744944512728e-25,0.418484421684125,0.678,0.44,6.296001047034e-21
"284","S100A6",3.01466779724678e-25,-0.470643143742294,0.149,0.413,9.22518492635487e-21
"285","AC009554.1",3.1236833866534e-25,0.258490427364109,0.308,0.125,9.55878353149806e-21
"286","JAK2",3.3591521046999e-25,0.371432102939755,0.424,0.208,1.02793413555922e-20
"287","MT-ND1",3.51904939554159e-25,-0.481433718847506,0.959,0.996,1.07686430552968e-20
"288","ROCK2",4.27798699761542e-25,0.293335837896329,0.327,0.138,1.3091068011403e-20
"289","TNFAIP8",4.40498751392634e-25,0.468371808450198,0.508,0.286,1.3479702291366e-20
"290","IKZF3",5.4817289492592e-25,0.420636553444906,0.551,0.322,1.67746387576281e-20
"291","C1orf21",5.52771832631746e-25,0.488117942732784,0.77,0.567,1.6915370850364e-20
"292","KLRD1",5.53981356555144e-25,0.457350629984346,0.819,0.625,1.6952383491944e-20
"293","ARHGAP26",7.8199370884289e-25,0.442159521891458,0.886,0.725,2.39297894843013e-20
